Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
35,Travel_Rarely,794,Research & Development,8,5,Technical Degree,1,1282,1,Female,36,4,4,Research Scientist,3,Divorced,7143,5745,6,Y,Yes,20,3,4,80,0,12,2,1,4,5,2,0,Yes
43,Travel_Rarely,356,Research & Development,20,5,Life Sciences,1,1283,1,Male,35,3,3,Human Resources,3,Single,11627,4972,8,Y,No,15,3,2,80,1,12,6,1,9,3,0,9,No
45,Travel_Rarely,354,Research & Development,2,1,Technical Degree,1,1284,1,Female,62,1,5,Laboratory Technician,3,Single,11211,13951,5,Y,No,13,3,4,80,1,0,4,3,9,6,3,0,No
29,Travel_Rarely,358,Human Resources,11,5,Other,1,1285,3,Female,87,3,5,Sales Executive,3,Married,10661,6843,7,Y,No,16,3,3,80,3,14,0,1,11,6,2,5,No
24,Travel_Rarely,484,Sales,26,5,Life Sciences,1,1286,4,Male,78,2,4,Manufacturing Director,1,Married,1009,13355,6,Y,Yes,15,3,2,80,0,7,4,3,15,1,3,0,Yes
20,Travel_Rarely,543,Research & Development,7,2,Life Sciences,1,1287,2,Female,46,3,2,Research Scientist,2,Divorced,9208,22472,8,Y,No,12,3,3,80,0,17,1,1,0,6,2,0,Yes
41,Travel_Rarely,700,Research & Development,6,3,Medical,1,1288,1,Male,71,2,2,Sales Executive,3,Married,1009,13398,6,Y,No,24,3,3,80,3,12,2,1,8,0,1,3,No
26,Travel_Rarely,1215,Human Resources,10,2,Technical Degree,1,1289,4,Female,69,4,4,Laboratory Technician,2,Divorced,1009,2096,5,Y,No,20,3,1,80,1,16,2,1,2,10,0,6,Yes
18,Travel_Rarely,491,Human Resources,5,3,Life Sciences,1,1290,1,Female,75,1,2,Human Resources,4,Single,11782,19595,0,Y,No,24,3,1,80,2,5,3,1,9,5,2,3,No
40,Travel_Frequently,683,Research & Development,11,5,Life Sciences,1,1291,2,Male,99,1,1,Research Scientist,4,Single,1009,25361,8,Y,No,14,3,2,80,0,2,3,1,0,0,2,3,Yes
59,Travel_Frequently,1169,Sales,1,3,Other,1,1292,4,Female,97,4,5,Research Scientist,4,Single,5658,14788,9,Y,No,21,3,4,80,0,18,6,4,7,0,6,4,Yes
36,Travel_Rarely,699,Research & Development,2,5,Marketing,1,1293,3,Male,30,2,1,Laboratory Technician,4,Divorced,13100,16447,4,Y,No,14,3,3,80,0,15,4,1,0,6,0,6,Yes
44,Non-Travel,120,Sales,24,5,Life Sciences,1,1294,3,Male,81,1,1,Sales Executive,2,Married,9243,3611,1,Y,No,17,3,4,80,2,13,0,1,7,7,5,10,Yes
37,Non-Travel,1226,Research & Development,1,2,Medical,1,1295,1,Male,64,3,1,Sales Executive,4,Married,8239,23324,7,Y,No,17,3,3,80,2,13,6,3,7,2,4,1,No
36,Travel_Rarely,708,Research & Development,19,2,Other,1,1296,1,Male,98,2,4,Manager,4,Single,6244,12181,3,Y,No,19,3,1,80,1,14,1,2,2,4,0,5,Yes
45,Travel_Rarely,1482,Research & Development,2,4,Life Sciences,1,1297,4,Female,34,1,1,Human Resources,3,Single,7091,22057,2,Y,No,20,3,1,80,0,1,4,2,4,6,0,2,No
34,Travel_Rarely,134,Research & Development,21,1,Other,1,1298,2,Male,46,3,3,Sales Executive,3,Married,3561,15269,0,Y,No,22,3,1,80,0,19,2,4,4,8,5,3,No
39,Non-Travel,1354,Research & Development,20,4,Life Sciences,1,1299,1,Male,82,3,2,Laboratory Technician,3,Married,4245,20857,4,Y,Yes,12,3,2,80,1,10,2,1,0,7,3,6,Yes
39,Travel_Frequently,963,Research & Development,23,4,Marketing,1,1300,4,Female,81,1,4,Human Resources,1,Married,6906,22742,2,Y,No,16,3,3,80,1,10,2,2,0,2,4,4,Yes
30,Travel_Rarely,256,Research & Development,21,3,Medical,1,1301,2,Male,43,4,3,Sales Executive,3,Married,7592,21301,3,Y,Yes,12,3,4,80,1,8,1,3,8,9,2,1,Yes
45,Travel_Rarely,1006,Research & Development,24,5,Other,1,1302,1,Male,58,4,3,Sales Executive,4,Divorced,5758,19326,8,Y,No,19,3,3,80,0,0,6,3,13,0,0,4,Yes
35,Travel_Rarely,1371,Research & Development,4,5,Life Sciences,1,1303,1,Male,37,1,5,Research Director,2,Single,1009,7130,6,Y,No,12,3,4,80,0,15,4,4,11,3,2,5,No
30,Travel_Rarely,506,Research & Development,12,5,Life Sciences,1,1304,4,Female,30,3,5,Healthcare Representative,4,Married,13854,18683,4,Y,No,16,3,4,80,0,3,1,3,0,6,4,6,No
41,Travel_Rarely,945,Sales,22,1,Marketing,1,1305,1,Male,58,4,3,Sales Executive,2,Married,10905,2614,7,Y,No,18,3,4,80,1,12,5,2,14,0,0,8,No
28,Travel_Frequently,1286,Research & Development,20,3,Other,1,1306,3,Male,65,4,5,Research Scientist,4,Married,5540,22054,5,Y,Yes,16,3,3,80,0,4,2,2,14,4,3,10,No
37,Travel_Rarely,848,Research & Development,18,3,Other,1,1307,2,Male,80,4,2,Sales Executive,1,Married,11051,23591,9,Y,No,22,3,1,80,2,8,3,2,2,6,4,4,No
36,Travel_Frequently,1242,Sales,1,5,Other,1,1308,2,Female,66,2,2,Laboratory Technician,3,Divorced,4814,17799,1,Y,No,13,3,2,80,1,8,4,1,2,1,5,0,No
46,Travel_Frequently,372,Sales,1,4,Other,1,1309,3,Male,98,4,5,Healthcare Representative,4,Married,7992,8352,6,Y,No,15,3,2,80,0,4,3,3,3,4,3,5,No
41,Travel_Frequently,871,Sales,24,1,Life Sciences,1,1310,4,Female,82,1,1,Laboratory Technician,3,Single,1009,25285,0,Y,No,14,3,1,80,0,9,4,3,9,0,0,0,No
36,Travel_Rarely,273,Research & Development,14,4,Life Sciences,1,1311,3,Female,81,1,3,Manufacturing Director,1,Single,7706,4228,2,Y,No,11,3,2,80,2,7,6,1,5,7,1,10,No
44,Travel_Rarely,375,Research & Development,4,2,Life Sciences,1,1312,3,Female,41,2,2,Research Scientist,1,Married,5177,17548,0,Y,No,15,4,4,80,0,3,2,2,9,6,0,2,No
49,Travel_Rarely,360,Research & Development,5,3,Medical,1,1313,2,Male,81,2,5,Sales Executive,3,Married,7524,6932,0,Y,No,20,3,2,80,0,20,3,3,0,6,5,7,No
41,Travel_Rarely,1260,Sales,11,3,Life Sciences,1,1314,4,Male,30,1,5,Sales Executive,3,Single,14536,20953,4,Y,No,22,3,3,80,2,5,3,2,0,3,4,5,Yes
36,Travel_Rarely,523,Research & Development,24,4,Life Sciences,1,1315,1,Female,36,2,2,Manager,2,Single,6414,24295,5,Y,No,15,3,1,80,1,15,4,1,1,0,1,4,Yes
24,Travel_Rarely,1311,Sales,28,1,Marketing,1,1316,3,Male,46,4,2,Manufacturing Director,3,Married,4349,23023,2,Y,Yes,17,3,1,80,1,16,5,2,2,3,4,0,Yes
27,Travel_Rarely,465,Research & Development,23,3,Life Sciences,1,1317,3,Male,72,3,1,Research Scientist,3,Married,4401,26271,2,Y,No,22,3,1,80,0,18,5,4,9,10,4,1,No
34,Travel_Rarely,479,Research & Development,13,4,Medical,1,1318,4,Male,46,3,5,Research Scientist,2,Single,1009,2879,2,Y,No,17,3,1,80,2,7,3,1,8,7,0,2,No
31,Travel_Rarely,681,Sales,16,1,Life Sciences,1,1319,3,Female,88,3,5,Manager,4,Married,8399,10237,0,Y,No,12,4,3,80,0,9,3,2,11,10,8,2,No
35,Travel_Rarely,992,Research & Development,24,4,Life Sciences,1,1320,4,Female,32,1,4,Laboratory Technician,2,Single,9011,26186,4,Y,No,24,3,4,80,0,9,6,1,13,4,0,4,No
37,Travel_Frequently,823,Sales,13,1,Other,1,1321,1,Male,58,2,1,Research Scientist,4,Divorced,6807,17144,0,Y,No,14,3,4,80,0,15,2,3,9,1,0,1,No
41,Travel_Frequently,1321,Research & Development,24,5,Life Sciences,1,1322,4,Female,51,3,2,Research Scientist,4,Single,10823,22575,9,Y,No,11,3,4,80,0,9,4,4,0,6,3,5,Yes
36,Travel_Rarely,982,Research & Development,22,1,Marketing,1,1323,1,Male,67,4,2,Sales Executive,4,Married,10868,23675,9,Y,Yes,23,3,2,80,3,14,4,1,4,3,3,3,No
41,Travel_Rarely,1223,Research & Development,26,2,Other,1,1324,4,Female,83,4,3,Manager,2,Married,6828,15729,2,Y,No,15,3,4,80,1,9,0,2,5,2,0,6,No
37,Travel_Rarely,706,Sales,2,5,Life Sciences,1,1325,3,Male,79,4,2,Laboratory Technician,2,Single,9251,13076,5,Y,Yes,15,3,2,80,1,20,4,3,8,0,2,0,No
18,Travel_Rarely,123,Sales,16,4,Life Sciences,1,1326,1,Female,98,2,5,Healthcare Representative,1,Married,16711,15503,5,Y,No,14,3,3,80,3,11,2,2,1,5,0,6,Yes
28,Travel_Rarely,1297,Research & Development,6,5,Other,1,1327,3,Male,59,3,2,Sales Representative,4,Single,2636,18082,2,Y,No,20,4,2,80,0,10,3,2,16,7,0,9,No
35,Travel_Frequently,484,Sales,14,5,Life Sciences,1,1328,1,Male,52,4,5,Human Resources,2,Married,10133,20635,8,Y,No,22,3,4,80,0,13,6,1,4,0,5,3,Yes
25,Travel_Rarely,235,Research & Development,1,4,Life Sciences,1,1329,4,Male,76,2,5,Research Scientist,1,Married,6908,5622,7,Y,No,22,3,1,80,1,24,0,1,4,9,3,8,Yes
42,Travel_Rarely,1150,Human Resources,17,4,Other,1,1330,4,Male,50,4,1,Sales Executive,4,Single,11415,5653,2,Y,No,17,3,3,80,1,6,6,2,5,5,1,4,No
50,Travel_Rarely,604,Sales,11,2,Marketing,1,1331,4,Female,49,3,2,Laboratory Technician,2,Single,2770,16214,4,Y,No,16,3,4,80,1,19,6,1,3,4,7,2,No
47,Travel_Rarely,1310,Sales,19,4,Life Sciences,1,1332,2,Male,52,3,1,Sales Executive,2,Married,7441,26612,4,Y,No,23,3,4,80,0,4,3,2,0,0,1,4,Yes
34,Travel_Rarely,1210,Research & Development,3,3,Medical,1,1333,2,Male,97,3,5,Manager,2,Single,3305,5031,4,Y,Yes,20,3,4,80,0,11,4,1,14,6,4,9,Yes
50,Travel_Rarely,245,Human Resources,11,3,Technical Degree,1,1334,1,Male,50,3,2,Sales Representative,3,Married,1009,26650,2,Y,No,13,3,3,80,0,5,1,4,3,0,0,9,No
38,Travel_Rarely,325,Research & Development,5,2,Life Sciences,1,1335,2,Male,50,3,2,Manufacturing Director,1,Single,13100,10232,4,Y,No,12,4,1,80,0,8,3,1,10,0,0,0,No
33,Travel_Rarely,321,Research & Development,17,1,Marketing,1,1336,4,Male,30,4,1,Research Scientist,2,Divorced,4458,7235,4,Y,No,14,3,1,80,0,6,5,2,4,0,4,0,Yes
31,Travel_Rarely,280,Research & Development,26,1,Medical,1,1337,2,Male,44,3,1,Sales Executive,3,Married,2540,19199,3,Y,No,19,3,1,80,0,16,4,3,3,13,4,3,No
34,Travel_Rarely,534,Sales,22,3,Life Sciences,1,1338,2,Male,46,4,5,Research Scientist,1,Married,3788,19401,3,Y,No,20,3,4,80,0,7,5,1,0,4,8,1,No
33,Travel_Rarely,366,Human Resources,7,4,Human Resources,1,1339,3,Male,80,3,5,Manager,1,Single,15074,23869,1,Y,No,15,3,2,80,0,15,2,4,0,2,0,5,No
38,Non-Travel,1055,Human Resources,10,2,Life Sciences,1,1340,1,Male,92,4,2,Research Scientist,3,Single,12659,26135,8,Y,No,11,3,4,80,3,7,5,4,4,4,0,3,No
38,Travel_Rarely,530,Sales,28,1,Life Sciences,1,1341,1,Female,43,3,2,Sales Executive,1,Single,5474,2929,6,Y,No,21,3,1,80,2,11,4,4,4,2,0,2,No
36,Travel_Rarely,517,Sales,11,1,Marketing,1,1342,1,Female,88,4,4,Research Scientist,3,Single,10548,20971,0,Y,No,13,3,3,80,1,22,0,4,15,3,3,11,Yes
40,Travel_Rarely,828,Sales,3,5,Other,1,1343,2,Male,79,3,4,Human Resources,4,Married,1445,5073,4,Y,Yes,19,3,2,80,3,5,5,2,7,5,0,6,No
47,Travel_Rarely,298,Sales,20,3,Life Sciences,1,1344,4,Female,63,2,3,Manufacturing Director,2,Married,8960,12611,1,Y,No,17,3,2,80,3,5,1,4,13,2,2,6,No
45,Travel_Rarely,1178,Research & Development,10,4,Life Sciences,1,1345,3,Female,35,4,5,Sales Representative,3,Married,4476,14210,9,Y,No,13,3,4,80,0,9,6,3,0,4,0,1,No
23,Travel_Rarely,581,Research & Development,27,2,Marketing,1,1346,1,Male,78,2,3,Healthcare Representative,1,Married,8549,4518,5,Y,Yes,11,3,3,80,0,11,1,1,7,12,0,3,No
18,Travel_Rarely,1455,Sales,10,1,Marketing,1,1347,2,Female,35,4,3,Laboratory Technician,1,Single,1009,16661,6,Y,No,14,3,2,80,3,16,1,4,10,0,0,3,Yes
45,Travel_Rarely,1376,Research & Development,14,5,Other,1,1348,4,Male,98,4,1,Sales Executive,4,Single,3702,18198,1,Y,No,19,3,1,80,1,11,5,1,7,0,5,4,No
24,Travel_Rarely,991,Human Resources,12,3,Human Resources,1,1349,3,Female,36,4,1,Research Scientist,4,Divorced,7354,17021,5,Y,No,22,3,4,80,0,13,2,2,7,5,0,2,No
34,Travel_Rarely,1026,Research & Development,15,3,Life Sciences,1,1350,3,Male,80,1,4,Laboratory Technician,4,Married,7305,6615,2,Y,Yes,17,3,4,80,1,2,1,1,5,9,5,7,Yes
26,Travel_Frequently,224,Research & Development,10,2,Life Sciences,1,1351,1,Male,30,3,3,Sales Representative,4,Married,1009,13412,8,Y,Yes,15,3,1,80,0,13,3,2,0,14,3,8,No
20,Travel_Rarely,1464,Sales,10,1,Medical,1,1352,1,Male,42,2,4,Research Scientist,4,Single,1932,16374,3,Y,Yes,23,3,1,80,0,13,6,2,0,5,0,6,No
41,Travel_Rarely,879,Human Resources,26,2,Medical,1,1353,4,Female,72,2,5,Sales Executive,2,Married,8490,16870,2,Y,No,21,3,1,80,0,16,2,1,11,0,7,3,No
43,Travel_Rarely,449,Research & Development,19,2,Life Sciences,1,1354,2,Female,56,4,2,Laboratory Technician,3,Single,7938,20854,2,Y,No,24,3,2,80,0,8,4,4,2,9,0,2,No
31,Travel_Rarely,130,Sales,1,5,Life Sciences,1,1355,4,Male,32,2,1,Sales Executive,4,Divorced,9580,17274,1,Y,Yes,16,3,3,80,0,11,0,3,4,4,5,7,No
18,Travel_Rarely,1076,Sales,24,3,Marketing,1,1356,1,Male,87,2,5,Manufacturing Director,4,Married,7393,18931,8,Y,No,11,3,2,80,2,16,2,1,2,4,0,5,Yes
31,Travel_Rarely,136,Sales,26,4,Human Resources,1,1357,4,Male,46,2,5,Research Scientist,2,Single,1549,5553,7,Y,No,17,3,3,80,0,3,6,3,1,0,0,6,Yes
40,Travel_Rarely,724,Sales,10,3,Medical,1,1358,2,Male,74,2,1,Research Scientist,3,Divorced,4836,22025,4,Y,Yes,22,3,4,80,0,0,6,1,0,8,3,5,No
23,Travel_Rarely,1419,Research & Development,2,3,Life Sciences,1,1359,3,Male,87,1,1,Research Scientist,4,Married,8995,3242,8,Y,No,15,3,3,80,0,2,0,3,16,0,5,1,Yes
38,Travel_Rarely,690,Research & Development,17,5,Human Resources,1,1360,3,Male,85,4,3,Laboratory Technician,3,Married,1792,19000,1,Y,Yes,17,3,1,80,1,6,2,1,0,6,0,9,No
36,Travel_Rarely,1474,Research & Development,24,4,Technical Degree,1,1361,3,Female,83,2,4,Laboratory Technician,3,Single,1207,6671,5,Y,Yes,15,4,2,80,3,19,4,3,11,4,4,12,Yes
42,Travel_Frequently,1272,Research & Development,7,1,Other,1,1362,3,Female,58,1,5,Research Scientist,2,Single,5076,18599,6,Y,No,15,3,1,80,0,27,0,3,13,4,0,2,No
37,Travel_Rarely,1192,Research & Development,7,4,Marketing,1,1363,1,Male,83,1,3,Sales Representative,2,Single,7775,22096,5,Y,No,13,3,4,80,0,4,6,1,7,4,0,3,No
28,Travel_Rarely,1005,Research & Development,20,1,Marketing,1,1364,1,Male,56,4,3,Sales Executive,4,Single,1009,17766,2,Y,No,15,4,2,80,0,10,2,1,5,1,0,2,No
47,Travel_Rarely,621,Research & Development,27,4,Technical Degree,1,1365,2,Female,74,3,5,Sales Executive,1,Married,5360,8724,9,Y,No,18,3,2,80,1,7,6,2,8,1,0,1,No
35,Travel_Rarely,223,Sales,9,2,Marketing,1,1366,2,Female,60,3,5,Manufacturing Director,2,Married,8937,5816,9,Y,No,24,3,1,80,0,15,0,3,4,7,0,6,No
36,Travel_Frequently,441,Research & Development,22,4,Medical,1,1367,2,Female,65,3,2,Sales Executive,3,Married,9862,21561,9,Y,No,18,4,2,80,0,13,1,1,12,4,0,2,No
28,Travel_Rarely,276,Research & Development,2,5,Medical,1,1368,2,Female,90,2,4,Laboratory Technician,3,Divorced,1782,8024,8,Y,No,12,3,1,80,0,4,6,4,13,1,0,0,No
32,Travel_Rarely,698,Sales,14,1,Other,1,1369,4,Female,66,4,5,Research Director,4,Single,8248,15482,7,Y,No,21,3,3,80,0,6,1,4,10,2,1,5,No
28,Travel_Rarely,552,Research & Development,17,3,Medical,1,1370,2,Male,96,3,1,Healthcare Representative,4,Divorced,11170,25201,7,Y,No,11,3,4,80,2,10,5,2,0,6,0,0,No
35,Travel_Rarely,658,Research & Development,1,5,Marketing,1,1371,3,Male,65,2,2,Manufacturing Director,4,Divorced,9351,23291,7,Y,No,12,3,1,80,0,20,1,4,11,1,2,1,No
52,Travel_Rarely,1261,Human Resources,9,1,Human Resources,1,1372,3,Female,34,4,4,Laboratory Technician,3,Married,4564,21785,8,Y,No,21,3,4,80,0,6,3,1,14,9,7,1,No
24,Travel_Rarely,1141,Research & Development,20,1,Other,1,1373,3,Male,75,2,1,Sales Executive,2,Single,1009,5736,0,Y,No,17,3,2,80,1,0,1,3,10,3,0,5,No
22,Travel_Rarely,1458,Research & Development,21,3,Other,1,1374,4,Male,81,3,1,Laboratory Technician,1,Married,7483,21295,7,Y,No,13,3,4,80,2,21,1,1,13,2,0,4,No
50,Travel_Frequently,1320,Research & Development,19,2,Other,1,1375,2,Male,78,3,4,Research Scientist,2,Married,13919,9515,1,Y,No,18,3,4,80,0,15,4,4,2,6,0,0,No
34,Travel_Rarely,110,Research & Development,4,5,Medical,1,1376,3,Female,35,1,2,Research Director,1,Divorced,10373,9141,3,Y,Yes,14,3,4,80,3,2,0,4,4,3,0,5,No
30,Travel_Frequently,435,Research & Development,28,3,Medical,1,1377,3,Female,39,1,1,Research Scientist,2,Single,10046,15648,0,Y,No,20,3,2,80,1,13,0,1,14,5,0,1,No
46,Travel_Frequently,1458,Research & Development,8,3,Life Sciences,1,1378,3,Male,52,4,3,Laboratory Technician,4,Married,7291,26946,5,Y,No,20,3,3,80,0,17,1,2,11,3,7,9,No
31,Travel_Frequently,1118,Research & Development,13,2,Other,1,1379,3,Male,46,2,4,Research Director,3,Married,10714,7682,9,Y,Yes,18,3,3,80,0,12,0,1,5,0,2,0,No
53,Travel_Rarely,428,Research & Development,4,5,Life Sciences,1,1380,1,Female,73,2,4,Manager,1,Single,7925,25865,0,Y,No,24,3,3,80,0,21,2,2,5,0,0,5,No
43,Travel_Rarely,116,Research & Development,9,3,Life Sciences,1,1381,2,Male,70,3,5,Human Resources,2,Married,1009,17354,4,Y,No,12,3,1,80,0,15,5,4,7,5,3,6,No
32,Travel_Frequently,940,Research & Development,9,2,Marketing,1,1382,2,Male,44,3,2,Manufacturing Director,3,Single,10690,11410,8,Y,No,23,3,1,80,0,13,6,3,5,2,0,0,No
56,Travel_Rarely,327,Sales,22,5,Life Sciences,1,1383,4,Female,73,4,3,Research Scientist,1,Married,2452,11943,0,Y,No,24,3,2,80,1,12,1,3,7,11,6,3,Yes
31,Travel_Rarely,214,Sales,18,4,Life Sciences,1,1384,1,Male,87,1,3,Manager,1,Divorced,6815,12039,8,Y,No,15,3,3,80,1,12,5,1,26,1,1,4,Yes
43,Travel_Frequently,102,Sales,12,1,Life Sciences,1,1385,4,Male,79,3,5,Research Scientist,3,Single,9974,14888,3,Y,No,16,3,4,80,0,18,1,2,2,0,6,3,No
39,Travel_Frequently,367,Research & Development,10,2,Life Sciences,1,1386,3,Female,81,2,1,Sales Executive,4,Married,2978,21880,2,Y,Yes,11,3,3,80,0,10,3,4,0,4,3,5,Yes
48,Travel_Rarely,1333,Sales,11,1,Marketing,1,1387,4,Male,99,3,1,Healthcare Representative,3,Single,1868,6426,7,Y,No,24,3,1,80,0,18,5,3,2,5,3,4,Yes
51,Travel_Rarely,1053,Sales,7,4,Other,1,1388,3,Female,97,1,3,Manufacturing Director,4,Married,8742,17423,5,Y,No,11,3,2,80,1,13,2,1,10,7,1,6,No
37,Travel_Rarely,1494,Research & Development,9,3,Technical Degree,1,1389,3,Male,92,2,2,Sales Representative,2,Divorced,1266,17792,6,Y,No,24,3,3,80,1,12,1,1,10,0,5,5,Yes
30,Travel_Frequently,407,Research & Development,6,3,Life Sciences,1,1390,2,Male,87,1,1,Human Resources,2,Married,5593,16935,8,Y,No,19,3,1,80,0,8,1,4,0,9,7,4,No
41,Non-Travel,113,Research & Development,19,5,Life Sciences,1,1391,2,Male,52,4,4,Sales Representative,3,Divorced,11803,18642,4,Y,No,15,3,1,80,1,8,0,4,4,0,3,3,No
30,Travel_Rarely,1470,Sales,16,2,Life Sciences,1,1392,2,Male,73,4,5,Sales Executive,4,Married,14144,9083,1,Y,No,24,3,4,80,0,13,1,1,12,8,1,4,No
55,Travel_Rarely,1493,Human Resources,15,2,Medical,1,1393,2,Female,73,1,2,Manufacturing Director,2,Single,1009,20434,2,Y,No,14,3,3,80,1,19,5,1,6,11,5,10,Yes
38,Travel_Frequently,1038,Research & Development,7,5,Other,1,1394,2,Female,81,2,1,Manager,4,Divorced,5472,5954,2,Y,Yes,24,3,4,80,0,15,5,1,0,6,0,3,Yes
33,Travel_Rarely,521,Research & Development,16,1,Technical Degree,1,1395,1,Female,96,1,3,Human Resources,4,Single,12469,21253,3,Y,Yes,11,4,3,80,0,5,1,2,2,0,6,0,Yes
38,Travel_Rarely,990,Research & Development,5,3,Medical,1,1396,2,Male,57,3,5,Research Scientist,4,Single,4628,3862,9,Y,No,13,3,2,80,0,0,1,4,15,3,0,8,Yes
24,Non-Travel,272,Research & Development,16,3,Other,1,1397,4,Female,96,3,1,Sales Executive,3,Married,10221,15837,6,Y,Yes,23,3,3,80,2,17,1,1,4,6,1,11,No
28,Travel_Rarely,235,Sales,1,2,Marketing,1,1398,3,Male,47,1,3,Sales Representative,4,Divorced,10576,8320,9,Y,No,14,3,4,80,1,32,3,4,7,4,4,6,No
47,Travel_Rarely,1066,Sales,19,2,Technical Degree,1,1399,2,Female,56,3,1,Research Scientist,3,Married,3628,14812,5,Y,No,21,3,4,80,3,9,2,1,0,0,0,11,No
30,Travel_Rarely,1150,Sales,5,5,Life Sciences,1,1400,1,Female,80,1,5,Laboratory Technician,2,Single,8514,13982,2,Y,No,21,3,1,80,0,7,6,1,5,4,3,4,Yes
27,Travel_Rarely,1315,Research & Development,7,4,Life Sciences,1,1401,4,Male,89,3,4,Research Scientist,2,Divorced,8800,8715,6,Y,No,15,3,3,80,0,17,5,1,24,2,2,14,Yes
41,Travel_Frequently,1266,Research & Development,19,1,Medical,1,1402,4,Male,78,1,4,Research Scientist,1,Married,10777,19260,3,Y,No,24,4,3,80,0,4,3,4,17,6,0,0,No
47,Travel_Rarely,759,Research & Development,22,4,Other,1,1403,3,Male,44,3,3,Healthcare Representative,1,Divorced,1009,26298,9,Y,No,20,4,2,80,1,22,6,1,8,0,1,3,Yes
43,Non-Travel,1440,Sales,5,4,Human Resources,1,1404,4,Male,97,2,4,Research Scientist,2,Married,12576,2234,7,Y,Yes,22,4,1,80,1,14,0,1,16,0,0,6,Yes
45,Travel_Rarely,1444,Research & Development,17,2,Other,1,1405,4,Female,44,2,5,Healthcare Representative,4,Married,9728,19197,6,Y,No,24,3,4,80,2,11,4,4,10,0,0,1,Yes
30,Travel_Rarely,1217,Research & Development,26,2,Life Sciences,1,1406,4,Male,80,3,3,Sales Executive,4,Divorced,1187,3744,6,Y,Yes,15,4,3,80,1,5,1,1,21,0,0,8,No
23,Travel_Rarely,280,Research & Development,22,2,Human Resources,1,1407,4,Male,77,1,1,Research Scientist,2,Married,5899,9979,8,Y,Yes,20,3,1,80,1,18,5,3,11,1,0,6,Yes
50,Travel_Rarely,1181,Research & Development,8,4,Marketing,1,1408,1,Male,30,3,2,Research Scientist,2,Divorced,10437,22051,7,Y,No,18,4,2,80,2,7,6,3,15,6,3,3,No
33,Travel_Rarely,1280,Sales,1,1,Life Sciences,1,1409,3,Female,36,4,1,Healthcare Representative,1,Single,1437,16358,0,Y,No,23,3,1,80,0,16,0,1,0,2,0,5,No
34,Travel_Rarely,212,Research & Development,2,2,Technical Degree,1,1410,2,Male,82,4,5,Research Scientist,4,Single,2154,3109,6,Y,Yes,23,3,3,80,2,14,5,2,9,4,4,4,Yes
48,Travel_Rarely,238,Research & Development,15,3,Life Sciences,1,1411,4,Male,60,1,3,Manufacturing Director,2,Divorced,6587,22861,2,Y,No,13,3,3,80,2,21,4,4,3,0,0,6,Yes
41,Travel_Rarely,333,Sales,20,1,Life Sciences,1,1412,1,Male,47,3,1,Manufacturing Director,1,Divorced,4449,16784,3,Y,No,17,3,2,80,1,12,6,1,10,4,0,3,No
41,Travel_Frequently,1093,Sales,28,3,Technical Degree,1,1413,3,Female,41,3,3,Manufacturing Director,1,Single,7679,10628,5,Y,Yes,24,3,2,80,1,35,1,4,10,0,1,0,No
56,Travel_Rarely,569,Research & Development,18,1,Other,1,1414,2,Male,77,2,4,Manufacturing Director,4,Single,10367,8386,4,Y,No,23,3,2,80,0,15,5,2,15,0,0,7,No
31,Travel_Rarely,833,Research & Development,11,2,Life Sciences,1,1415,3,Female,59,1,2,Research Scientist,1,Married,7779,24831,7,Y,No,16,3,4,80,0,12,1,2,13,3,1,3,Yes
45,Travel_Rarely,582,Research & Development,25,5,Life Sciences,1,1416,1,Male,36,4,5,Research Scientist,1,Divorced,6451,12869,1,Y,No,20,3,1,80,1,8,4,4,0,1,0,1,Yes
37,Travel_Rarely,1193,Sales,10,2,Medical,1,1417,1,Male,32,4,1,Laboratory Technician,3,Married,10389,21598,4,Y,No,21,3,1,80,0,18,3,2,0,0,0,2,No
39,Travel_Rarely,915,Research & Development,24,4,Life Sciences,1,1418,1,Male,92,1,2,Sales Executive,2,Married,6006,18465,4,Y,Yes,20,3,1,80,0,8,6,2,5,3,0,3,No
50,Travel_Rarely,1374,Research & Development,24,4,Other,1,1419,4,Male,35,4,5,Sales Representative,4,Married,2995,20301,2,Y,Yes,20,3,4,80,2,5,4,4,11,0,5,0,No
41,Travel_Rarely,1095,Research & Development,4,1,Medical,1,1420,1,Male,44,1,5,Manager,2,Single,11929,22904,9,Y,Yes,21,3,1,80,0,7,4,2,10,0,4,0,Yes
41,Travel_Frequently,424,Research & Development,5,4,Life Sciences,1,1421,2,Male,72,4,4,Research Scientist,3,Divorced,1009,18488,4,Y,No,16,4,2,80,0,9,5,3,7,9,0,3,No
46,Travel_Frequently,1023,Sales,4,2,Medical,1,1422,4,Female,47,4,3,Laboratory Technician,4,Married,6800,17641,3,Y,Yes,20,3,1,80,1,28,6,1,10,7,0,3,No
